crab_year,fishery,size,total,target_stock
2004,QO05o,126,1,BSSC
2004,QO05o,127,4,BSSC
2004,QO05o,128,4,BSSC
2004,QO05o,129,2,BSSC
2004,QO05o,130,2,BSSC
2004,QO05o,131,1,BSSC
2004,QO05o,132,3,BSSC
2005,QO05r,80,1,BSSC
2005,QO05r,82,1,BSSC
2005,QO05r,94,2,BSSC
2005,QO05r,96,2,BSSC
2005,QO05r,97,3,BSSC
2005,QO05r,98,6,BSSC
2005,QO05r,99,7,BSSC
2005,QO05r,100,5,BSSC
2005,QO05r,101,11,BSSC
2005,QO05r,102,7,BSSC
2005,QO05r,103,7,BSSC
2005,QO05r,104,26,BSSC
2005,QO05r,105,36,BSSC
2005,QO05r,106,39,BSSC
2005,QO05r,107,38,BSSC
2005,QO05r,108,38,BSSC
2005,QO05r,109,46,BSSC
2005,QO05r,110,58,BSSC
2005,QO05r,111,79,BSSC
2005,QO05r,112,62,BSSC
2005,QO05r,113,62,BSSC
2005,QO05r,114,77,BSSC
2005,QO05r,115,75,BSSC
2005,QO05r,116,96,BSSC
2005,QO05r,117,80,BSSC
2005,QO05r,118,95,BSSC
2005,QO05r,119,82,BSSC
2005,QO05r,120,74,BSSC
2005,QO05r,121,68,BSSC
2005,QO05r,122,72,BSSC
2005,QO05r,123,78,BSSC
2005,QO05r,124,72,BSSC
2005,QO05r,125,61,BSSC
2005,QO05r,126,44,BSSC
2005,QO05r,127,60,BSSC
2005,QO05r,128,26,BSSC
2005,QO05r,129,38,BSSC
2005,QO05r,130,34,BSSC
2005,QO05r,131,19,BSSC
2005,QO05r,132,15,BSSC
2005,QO05r,133,14,BSSC
2005,QO05r,134,15,BSSC
2005,QO05r,135,7,BSSC
2005,QO05r,136,5,BSSC
2005,QO05r,137,5,BSSC
2005,QO05r,141,2,BSSC
2005,QO05r,144,2,BSSC
2005,QT05,115,2,WBT
2005,QT05,116,1,WBT
2005,QT05,118,1,WBT
2005,QT05,120,2,WBT
2005,QT05,121,2,WBT
2005,QT05,122,3,WBT
2005,QT05,124,1,WBT
2005,QT05,125,3,WBT
2005,QT05,126,2,WBT
2005,QT05,127,1,WBT
2005,QT05,128,4,WBT
2005,QT05,130,2,WBT
2005,QT05,131,1,WBT
2005,QT05,132,3,WBT
2005,QT05,133,1,WBT
2005,QT05,134,2,WBT
2006,QO06,91,1,BSSC
2006,QO06,92,1,BSSC
2006,QO06,96,1,BSSC
2006,QO06,97,2,BSSC
2006,QO06,99,1,BSSC
2006,QO06,100,5,BSSC
2006,QO06,101,8,BSSC
2006,QO06,102,10,BSSC
2006,QO06,103,25,BSSC
2006,QO06,104,20,BSSC
2006,QO06,105,24,BSSC
2006,QO06,106,18,BSSC
2006,QO06,107,22,BSSC
2006,QO06,108,26,BSSC
2006,QO06,109,12,BSSC
2006,QO06,110,23,BSSC
2006,QO06,111,24,BSSC
2006,QO06,112,23,BSSC
2006,QO06,113,16,BSSC
2006,QO06,114,13,BSSC
2006,QO06,115,13,BSSC
2006,QO06,116,11,BSSC
2006,QO06,117,16,BSSC
2006,QO06,118,14,BSSC
2006,QO06,119,5,BSSC
2006,QO06,120,10,BSSC
2006,QO06,121,11,BSSC
2006,QO06,122,5,BSSC
2006,QO06,123,5,BSSC
2006,QO06,124,9,BSSC
2006,QO06,125,8,BSSC
2006,QO06,126,4,BSSC
2006,QO06,127,5,BSSC
2006,QO06,128,5,BSSC
2006,QO06,129,3,BSSC
2006,QO06,130,2,BSSC
2006,QO06,131,4,BSSC
2006,QO06,133,1,BSSC
2006,QO06,134,1,BSSC
2006,QO06,135,1,BSSC
2006,QO06,137,1,BSSC
2006,TT06,144,1,EBT
2007,QO07,96,1,BSSC
2007,QO07,97,1,BSSC
2007,QO07,98,4,BSSC
2007,QO07,99,7,BSSC
2007,QO07,100,16,BSSC
2007,QO07,101,18,BSSC
2007,QO07,102,40,BSSC
2007,QO07,103,37,BSSC
2007,QO07,104,51,BSSC
2007,QO07,105,49,BSSC
2007,QO07,106,44,BSSC
2007,QO07,107,60,BSSC
2007,QO07,108,61,BSSC
2007,QO07,109,48,BSSC
2007,QO07,110,54,BSSC
2007,QO07,111,48,BSSC
2007,QO07,112,43,BSSC
2007,QO07,113,34,BSSC
2007,QO07,114,31,BSSC
2007,QO07,115,35,BSSC
2007,QO07,116,20,BSSC
2007,QO07,117,38,BSSC
2007,QO07,118,30,BSSC
2007,QO07,119,27,BSSC
2007,QO07,120,20,BSSC
2007,QO07,121,20,BSSC
2007,QO07,122,30,BSSC
2007,QO07,123,13,BSSC
2007,QO07,124,9,BSSC
2007,QO07,125,9,BSSC
2007,QO07,126,6,BSSC
2007,QO07,127,7,BSSC
2007,QO07,128,6,BSSC
2007,QO07,129,3,BSSC
2007,QO07,130,3,BSSC
2007,QO07,132,2,BSSC
2007,QO07,133,2,BSSC
2007,QO07,134,1,BSSC
2007,QO07,138,1,BSSC
2007,QO07,141,1,BSSC
2008,QO08,97,1,BSSC
2008,QO08,100,4,BSSC
2008,QO08,101,6,BSSC
2008,QO08,102,1,BSSC
2008,QO08,103,4,BSSC
2008,QO08,104,11,BSSC
2008,QO08,105,11,BSSC
2008,QO08,106,15,BSSC
2008,QO08,107,8,BSSC
2008,QO08,108,13,BSSC
2008,QO08,109,14,BSSC
2008,QO08,110,22,BSSC
2008,QO08,111,19,BSSC
2008,QO08,112,17,BSSC
2008,QO08,113,18,BSSC
2008,QO08,114,17,BSSC
2008,QO08,115,20,BSSC
2008,QO08,116,18,BSSC
2008,QO08,117,14,BSSC
2008,QO08,118,14,BSSC
2008,QO08,119,16,BSSC
2008,QO08,120,16,BSSC
2008,QO08,121,11,BSSC
2008,QO08,122,11,BSSC
2008,QO08,123,14,BSSC
2008,QO08,124,13,BSSC
2008,QO08,125,18,BSSC
2008,QO08,126,14,BSSC
2008,QO08,127,9,BSSC
2008,QO08,128,5,BSSC
2008,QO08,129,9,BSSC
2008,QO08,130,5,BSSC
2008,QO08,131,3,BSSC
2008,QO08,132,5,BSSC
2008,QO08,133,4,BSSC
2008,QO08,134,1,BSSC
2008,QO08,135,4,BSSC
2008,QO08,138,1,BSSC
2009,QO09,101,2,BSSC
2009,QO09,102,3,BSSC
2009,QO09,103,2,BSSC
2009,QO09,105,7,BSSC
2009,QO09,106,3,BSSC
2009,QO09,107,6,BSSC
2009,QO09,108,4,BSSC
2009,QO09,109,5,BSSC
2009,QO09,110,8,BSSC
2009,QO09,111,6,BSSC
2009,QO09,112,6,BSSC
2009,QO09,113,8,BSSC
2009,QO09,114,3,BSSC
2009,QO09,115,5,BSSC
2009,QO09,116,8,BSSC
2009,QO09,117,8,BSSC
2009,QO09,118,4,BSSC
2009,QO09,119,9,BSSC
2009,QO09,120,10,BSSC
2009,QO09,121,8,BSSC
2009,QO09,122,20,BSSC
2009,QO09,123,7,BSSC
2009,QO09,124,8,BSSC
2009,QO09,125,9,BSSC
2009,QO09,126,6,BSSC
2009,QO09,127,4,BSSC
2009,QO09,128,5,BSSC
2009,QO09,129,7,BSSC
2009,QO09,130,7,BSSC
2009,QO09,131,6,BSSC
2009,QO09,132,10,BSSC
2009,QO09,134,4,BSSC
2009,QO09,135,3,BSSC
2009,QO09,138,2,BSSC
2009,QO09,139,1,BSSC
2009,QO09,140,3,BSSC
2009,QO09,145,1,BSSC
2009,QO09,146,1,BSSC
2010,QO10,92,1,BSSC
2010,QO10,99,2,BSSC
2010,QO10,101,1,BSSC
2010,QO10,102,2,BSSC
2010,QO10,105,3,BSSC
2010,QO10,106,2,BSSC
2010,QO10,107,2,BSSC
2010,QO10,108,3,BSSC
2010,QO10,109,8,BSSC
2010,QO10,110,8,BSSC
2010,QO10,111,6,BSSC
2010,QO10,112,12,BSSC
2010,QO10,113,6,BSSC
2010,QO10,114,16,BSSC
2010,QO10,115,7,BSSC
2010,QO10,116,18,BSSC
2010,QO10,117,14,BSSC
2010,QO10,118,13,BSSC
2010,QO10,119,9,BSSC
2010,QO10,120,22,BSSC
2010,QO10,121,18,BSSC
2010,QO10,122,24,BSSC
2010,QO10,123,14,BSSC
2010,QO10,124,14,BSSC
2010,QO10,125,11,BSSC
2010,QO10,126,6,BSSC
2010,QO10,127,8,BSSC
2010,QO10,128,9,BSSC
2010,QO10,129,11,BSSC
2010,QO10,130,12,BSSC
2010,QO10,131,4,BSSC
2010,QO10,132,10,BSSC
2010,QO10,133,3,BSSC
2010,QO10,134,3,BSSC
2010,QO10,135,5,BSSC
2010,QO10,136,3,BSSC
2010,QO10,137,1,BSSC
2010,QO10,138,6,BSSC
2010,QO10,139,1,BSSC
2010,QO10,141,1,BSSC
2010,QO10,142,1,BSSC
2010,QO10,151,1,BSSC
2011,QO11,106,2,BSSC
2011,QO11,107,2,BSSC
2011,QO11,108,1,BSSC
2011,QO11,109,1,BSSC
2011,QO11,110,3,BSSC
2011,QO11,111,2,BSSC
2011,QO11,112,1,BSSC
2011,QO11,113,2,BSSC
2011,QO11,114,2,BSSC
2011,QO11,115,4,BSSC
2011,QO11,116,5,BSSC
2011,QO11,117,8,BSSC
2011,QO11,118,7,BSSC
2011,QO11,119,3,BSSC
2011,QO11,120,14,BSSC
2011,QO11,121,9,BSSC
2011,QO11,122,9,BSSC
2011,QO11,123,9,BSSC
2011,QO11,124,10,BSSC
2011,QO11,125,8,BSSC
2011,QO11,126,11,BSSC
2011,QO11,127,10,BSSC
2011,QO11,128,7,BSSC
2011,QO11,129,10,BSSC
2011,QO11,130,9,BSSC
2011,QO11,131,10,BSSC
2011,QO11,132,7,BSSC
2011,QO11,133,7,BSSC
2011,QO11,134,6,BSSC
2011,QO11,135,6,BSSC
2011,QO11,136,2,BSSC
2011,QO11,137,2,BSSC
2011,QO11,138,5,BSSC
2011,QO11,139,1,BSSC
2011,QO11,140,1,BSSC
2011,QO11,142,3,BSSC
2011,QO11,144,2,BSSC
2011,QO11,146,1,BSSC
2012,QO12,96,1,BSSC
2012,QO12,99,4,BSSC
2012,QO12,100,4,BSSC
2012,QO12,101,3,BSSC
2012,QO12,102,7,BSSC
2012,QO12,103,5,BSSC
2012,QO12,104,10,BSSC
2012,QO12,105,14,BSSC
2012,QO12,106,6,BSSC
2012,QO12,107,13,BSSC
2012,QO12,108,11,BSSC
2012,QO12,109,13,BSSC
2012,QO12,110,16,BSSC
2012,QO12,111,15,BSSC
2012,QO12,112,15,BSSC
2012,QO12,113,14,BSSC
2012,QO12,114,15,BSSC
2012,QO12,115,16,BSSC
2012,QO12,116,23,BSSC
2012,QO12,117,28,BSSC
2012,QO12,118,37,BSSC
2012,QO12,119,26,BSSC
2012,QO12,120,26,BSSC
2012,QO12,121,26,BSSC
2012,QO12,122,32,BSSC
2012,QO12,123,36,BSSC
2012,QO12,124,27,BSSC
2012,QO12,125,18,BSSC
2012,QO12,126,12,BSSC
2012,QO12,127,24,BSSC
2012,QO12,128,17,BSSC
2012,QO12,129,10,BSSC
2012,QO12,130,13,BSSC
2012,QO12,131,8,BSSC
2012,QO12,132,12,BSSC
2012,QO12,133,8,BSSC
2012,QO12,134,7,BSSC
2012,QO12,135,10,BSSC
2012,QO12,136,4,BSSC
2012,QO12,137,3,BSSC
2012,QO12,138,5,BSSC
2012,QO12,139,2,BSSC
2012,QO12,140,1,BSSC
2012,QO12,141,3,BSSC
2012,QO12,142,1,BSSC
2012,QO12,146,1,BSSC
2013,QO13,100,1,BSSC
2013,QO13,101,1,BSSC
2013,QO13,102,2,BSSC
2013,QO13,103,3,BSSC
2013,QO13,104,3,BSSC
2013,QO13,105,3,BSSC
2013,QO13,106,3,BSSC
2013,QO13,107,4,BSSC
2013,QO13,108,6,BSSC
2013,QO13,109,5,BSSC
2013,QO13,110,4,BSSC
2013,QO13,111,8,BSSC
2013,QO13,112,7,BSSC
2013,QO13,113,10,BSSC
2013,QO13,114,13,BSSC
2013,QO13,115,5,BSSC
2013,QO13,116,9,BSSC
2013,QO13,117,10,BSSC
2013,QO13,118,13,BSSC
2013,QO13,119,8,BSSC
2013,QO13,120,6,BSSC
2013,QO13,121,10,BSSC
2013,QO13,122,15,BSSC
2013,QO13,123,8,BSSC
2013,QO13,124,11,BSSC
2013,QO13,125,13,BSSC
2013,QO13,126,5,BSSC
2013,QO13,127,9,BSSC
2013,QO13,128,8,BSSC
2013,QO13,129,7,BSSC
2013,QO13,130,6,BSSC
2013,QO13,131,7,BSSC
2013,QO13,132,10,BSSC
2013,QO13,133,2,BSSC
2013,QO13,134,2,BSSC
2013,QO13,135,3,BSSC
2013,QO13,136,3,BSSC
2013,QT13,123,1,WBT
2013,QT13,124,2,WBT
2013,QT13,125,2,WBT
2013,QT13,127,2,WBT
2013,QT13,129,4,WBT
2013,QT13,130,1,WBT
2013,QT13,131,1,WBT
2013,QT13,134,1,WBT
2013,QT13,137,1,WBT
2013,QT13,141,1,WBT
2014,QO14,95,1,BSSC
2014,QO14,96,1,BSSC
2014,QO14,97,1,BSSC
2014,QO14,98,3,BSSC
2014,QO14,99,4,BSSC
2014,QO14,100,17,BSSC
2014,QO14,101,5,BSSC
2014,QO14,102,8,BSSC
2014,QO14,103,17,BSSC
2014,QO14,104,20,BSSC
2014,QO14,105,14,BSSC
2014,QO14,106,17,BSSC
2014,QO14,107,28,BSSC
2014,QO14,108,29,BSSC
2014,QO14,109,26,BSSC
2014,QO14,110,37,BSSC
2014,QO14,111,45,BSSC
2014,QO14,112,42,BSSC
2014,QO14,113,37,BSSC
2014,QO14,114,42,BSSC
2014,QO14,115,44,BSSC
2014,QO14,116,39,BSSC
2014,QO14,117,35,BSSC
2014,QO14,118,56,BSSC
2014,QO14,119,42,BSSC
2014,QO14,120,61,BSSC
2014,QO14,121,41,BSSC
2014,QO14,122,47,BSSC
2014,QO14,123,41,BSSC
2014,QO14,124,37,BSSC
2014,QO14,125,42,BSSC
2014,QO14,126,32,BSSC
2014,QO14,127,31,BSSC
2014,QO14,128,27,BSSC
2014,QO14,129,21,BSSC
2014,QO14,130,23,BSSC
2014,QO14,131,18,BSSC
2014,QO14,132,20,BSSC
2014,QO14,133,14,BSSC
2014,QO14,134,10,BSSC
2014,QO14,135,3,BSSC
2014,QO14,136,6,BSSC
2014,QO14,137,6,BSSC
2014,QO14,138,4,BSSC
2014,QO14,139,4,BSSC
2014,QO14,142,3,BSSC
2014,QO14,143,1,BSSC
2014,QO14,144,1,BSSC
2014,QT14,104,1,WBT
2014,QT14,119,1,WBT
2014,QT14,120,1,WBT
2014,QT14,121,2,WBT
2014,QT14,122,3,WBT
2014,QT14,123,3,WBT
2014,QT14,124,7,WBT
2014,QT14,125,9,WBT
2014,QT14,126,7,WBT
2014,QT14,127,11,WBT
2014,QT14,128,10,WBT
2014,QT14,129,7,WBT
2014,QT14,130,9,WBT
2014,QT14,131,10,WBT
2014,QT14,132,9,WBT
2014,QT14,133,2,WBT
2014,QT14,134,3,WBT
2014,QT14,135,6,WBT
2014,QT14,136,2,WBT
2014,QT14,137,2,WBT
2014,QT14,138,3,WBT
2014,QT14,139,2,WBT
2014,QT14,140,1,WBT
2014,QT14,141,1,WBT
2014,TT14,126,2,EBT
2014,TT14,131,1,EBT
2014,TT14,135,3,EBT
2015,QO15,100,2,BSSC
2015,QO15,101,2,BSSC
2015,QO15,102,1,BSSC
2015,QO15,103,5,BSSC
2015,QO15,104,1,BSSC
2015,QO15,105,4,BSSC
2015,QO15,106,3,BSSC
2015,QO15,107,4,BSSC
2015,QO15,108,11,BSSC
2015,QO15,109,8,BSSC
2015,QO15,110,11,BSSC
2015,QO15,111,19,BSSC
2015,QO15,112,9,BSSC
2015,QO15,113,15,BSSC
2015,QO15,114,18,BSSC
2015,QO15,115,26,BSSC
2015,QO15,116,23,BSSC
2015,QO15,117,29,BSSC
2015,QO15,118,24,BSSC
2015,QO15,119,35,BSSC
2015,QO15,120,42,BSSC
2015,QO15,121,46,BSSC
2015,QO15,122,39,BSSC
2015,QO15,123,38,BSSC
2015,QO15,124,38,BSSC
2015,QO15,125,42,BSSC
2015,QO15,126,46,BSSC
2015,QO15,127,36,BSSC
2015,QO15,128,37,BSSC
2015,QO15,129,29,BSSC
2015,QO15,130,27,BSSC
2015,QO15,131,28,BSSC
2015,QO15,132,21,BSSC
2015,QO15,133,15,BSSC
2015,QO15,134,16,BSSC
2015,QO15,135,6,BSSC
2015,QO15,136,5,BSSC
2015,QO15,137,5,BSSC
2015,QO15,138,7,BSSC
2015,QO15,139,2,BSSC
2015,QO15,140,2,BSSC
2015,QO15,141,5,BSSC
2015,QO15,142,1,BSSC
2015,QO15,143,1,BSSC
2015,QO15,144,2,BSSC
2015,QT15,105,1,WBT
2015,QT15,113,1,WBT
2015,QT15,117,1,WBT
2015,QT15,119,3,WBT
2015,QT15,120,4,WBT
2015,QT15,121,7,WBT
2015,QT15,122,7,WBT
2015,QT15,123,7,WBT
2015,QT15,124,12,WBT
2015,QT15,125,27,WBT
2015,QT15,126,17,WBT
2015,QT15,127,20,WBT
2015,QT15,128,17,WBT
2015,QT15,129,28,WBT
2015,QT15,130,21,WBT
2015,QT15,131,21,WBT
2015,QT15,132,22,WBT
2015,QT15,133,20,WBT
2015,QT15,134,16,WBT
2015,QT15,135,12,WBT
2015,QT15,136,9,WBT
2015,QT15,137,4,WBT
2015,QT15,138,8,WBT
2015,QT15,139,3,WBT
2015,QT15,140,3,WBT
2015,QT15,141,4,WBT
2015,QT15,142,3,WBT
2015,QT15,143,2,WBT
2015,QT15,144,2,WBT
2015,QT15,146,1,WBT
2015,QT15,148,1,WBT
2015,TT15,116,1,EBT
2015,TT15,118,1,EBT
2015,TT15,122,2,EBT
2015,TT15,123,1,EBT
2015,TT15,124,9,EBT
2015,TT15,125,2,EBT
2015,TT15,126,4,EBT
2015,TT15,127,10,EBT
2015,TT15,128,11,EBT
2015,TT15,129,6,EBT
2015,TT15,130,10,EBT
2015,TT15,131,7,EBT
2015,TT15,132,11,EBT
2015,TT15,133,3,EBT
2015,TT15,134,6,EBT
2015,TT15,135,6,EBT
2015,TT15,136,2,EBT
2015,TT15,137,6,EBT
2015,TT15,138,3,EBT
2015,TT15,139,2,EBT
2015,TT15,140,1,EBT
2015,TT15,142,2,EBT
2015,TT15,143,1,EBT
2015,TT15,145,1,EBT
2015,TT15,147,1,EBT
2015,TT15,151,1,EBT
2015,TT15,153,1,EBT
2016,QO16,99,2,BSSC
2016,QO16,100,1,BSSC
2016,QO16,101,3,BSSC
2016,QO16,102,8,BSSC
2016,QO16,103,12,BSSC
2016,QO16,104,7,BSSC
2016,QO16,105,5,BSSC
2016,QO16,106,11,BSSC
2016,QO16,107,10,BSSC
2016,QO16,108,10,BSSC
2016,QO16,109,9,BSSC
2016,QO16,110,17,BSSC
2016,QO16,111,21,BSSC
2016,QO16,112,18,BSSC
2016,QO16,113,22,BSSC
2016,QO16,114,27,BSSC
2016,QO16,115,29,BSSC
2016,QO16,116,23,BSSC
2016,QO16,117,23,BSSC
2016,QO16,118,40,BSSC
2016,QO16,119,40,BSSC
2016,QO16,120,36,BSSC
2016,QO16,121,36,BSSC
2016,QO16,122,34,BSSC
2016,QO16,123,36,BSSC
2016,QO16,124,34,BSSC
2016,QO16,125,39,BSSC
2016,QO16,126,28,BSSC
2016,QO16,127,42,BSSC
2016,QO16,128,22,BSSC
2016,QO16,129,27,BSSC
2016,QO16,130,23,BSSC
2016,QO16,131,16,BSSC
2016,QO16,132,14,BSSC
2016,QO16,133,14,BSSC
2016,QO16,134,8,BSSC
2016,QO16,135,7,BSSC
2016,QO16,136,5,BSSC
2016,QO16,137,3,BSSC
2016,QO16,138,4,BSSC
2016,QO16,139,6,BSSC
2016,QO16,140,2,BSSC
2016,QO16,141,1,BSSC
2016,QO16,142,3,BSSC
2016,QO16,143,1,BSSC
2016,QO16,145,1,BSSC
2016,QO16,148,1,BSSC
2016,QO16,212,1,BSSC
2017,QO17,92,1,BSSC
2017,QO17,96,2,BSSC
2017,QO17,97,4,BSSC
2017,QO17,98,5,BSSC
2017,QO17,99,4,BSSC
2017,QO17,100,10,BSSC
2017,QO17,101,19,BSSC
2017,QO17,102,19,BSSC
2017,QO17,103,32,BSSC
2017,QO17,104,34,BSSC
2017,QO17,105,27,BSSC
2017,QO17,106,39,BSSC
2017,QO17,107,29,BSSC
2017,QO17,108,34,BSSC
2017,QO17,109,34,BSSC
2017,QO17,110,32,BSSC
2017,QO17,111,46,BSSC
2017,QO17,112,41,BSSC
2017,QO17,113,49,BSSC
2017,QO17,114,41,BSSC
2017,QO17,115,61,BSSC
2017,QO17,116,52,BSSC
2017,QO17,117,57,BSSC
2017,QO17,118,52,BSSC
2017,QO17,119,66,BSSC
2017,QO17,120,42,BSSC
2017,QO17,121,53,BSSC
2017,QO17,122,57,BSSC
2017,QO17,123,55,BSSC
2017,QO17,124,52,BSSC
2017,QO17,125,33,BSSC
2017,QO17,126,39,BSSC
2017,QO17,127,22,BSSC
2017,QO17,128,42,BSSC
2017,QO17,129,30,BSSC
2017,QO17,130,30,BSSC
2017,QO17,131,17,BSSC
2017,QO17,132,26,BSSC
2017,QO17,133,21,BSSC
2017,QO17,134,13,BSSC
2017,QO17,135,6,BSSC
2017,QO17,136,7,BSSC
2017,QO17,137,1,BSSC
2017,QO17,138,6,BSSC
2017,QO17,139,7,BSSC
2017,QO17,140,6,BSSC
2017,QO17,141,3,BSSC
2017,QO17,142,4,BSSC
2017,QO17,144,1,BSSC
2017,QO17,145,2,BSSC
2017,QO17,146,2,BSSC
2017,QO17,147,2,BSSC
2017,QT17,110,1,WBT
2017,QT17,119,1,WBT
2017,QT17,120,1,WBT
2017,QT17,122,1,WBT
2017,QT17,123,1,WBT
2017,QT17,124,1,WBT
2017,QT17,125,2,WBT
2017,QT17,126,6,WBT
2017,QT17,127,1,WBT
2017,QT17,128,3,WBT
2017,QT17,129,4,WBT
2017,QT17,130,3,WBT
2017,QT17,131,3,WBT
2017,QT17,132,6,WBT
2017,QT17,133,1,WBT
2017,QT17,134,1,WBT
2017,QT17,135,1,WBT
2017,QT17,136,1,WBT
2017,QT17,137,3,WBT
2017,QT17,141,1,WBT
2017,QT17,150,1,WBT
2018,QO18,95,1,BSSC
2018,QO18,96,1,BSSC
2018,QO18,98,1,BSSC
2018,QO18,99,3,BSSC
2018,QO18,102,2,BSSC
2018,QO18,103,4,BSSC
2018,QO18,104,7,BSSC
2018,QO18,105,5,BSSC
2018,QO18,106,3,BSSC
2018,QO18,107,5,BSSC
2018,QO18,108,12,BSSC
2018,QO18,109,11,BSSC
2018,QO18,110,10,BSSC
2018,QO18,111,12,BSSC
2018,QO18,112,15,BSSC
2018,QO18,113,17,BSSC
2018,QO18,114,22,BSSC
2018,QO18,115,26,BSSC
2018,QO18,116,19,BSSC
2018,QO18,117,20,BSSC
2018,QO18,118,20,BSSC
2018,QO18,119,32,BSSC
2018,QO18,120,16,BSSC
2018,QO18,121,19,BSSC
2018,QO18,122,23,BSSC
2018,QO18,123,21,BSSC
2018,QO18,124,23,BSSC
2018,QO18,125,21,BSSC
2018,QO18,126,17,BSSC
2018,QO18,127,9,BSSC
2018,QO18,128,16,BSSC
2018,QO18,129,8,BSSC
2018,QO18,130,7,BSSC
2018,QO18,131,12,BSSC
2018,QO18,132,5,BSSC
2018,QO18,133,5,BSSC
2018,QO18,134,5,BSSC
2018,QO18,135,4,BSSC
2018,QO18,136,2,BSSC
2018,QO18,137,2,BSSC
2018,QO18,138,3,BSSC
2018,QO18,139,4,BSSC
2018,QO18,141,1,BSSC
2018,QT18,118,1,WBT
2018,QT18,120,1,WBT
2018,QT18,122,4,WBT
2018,QT18,123,1,WBT
2018,QT18,124,6,WBT
2018,QT18,125,8,WBT
2018,QT18,126,9,WBT
2018,QT18,127,7,WBT
2018,QT18,128,15,WBT
2018,QT18,129,4,WBT
2018,QT18,130,9,WBT
2018,QT18,131,3,WBT
2018,QT18,132,4,WBT
2018,QT18,133,2,WBT
2018,QT18,134,5,WBT
2018,QT18,135,5,WBT
2018,QT18,136,7,WBT
2018,QT18,137,1,WBT
2018,QT18,138,1,WBT
2018,QT18,139,3,WBT
2018,QT18,140,1,WBT
2018,QT18,143,2,WBT
2018,QT18,144,2,WBT
2018,QT18,145,1,WBT
2018,QT18,152,1,WBT
2018,QT18,156,1,WBT
2018,QT18,159,1,WBT
2019,QO19,95,1,BSSC
2019,QO19,98,2,BSSC
2019,QO19,99,2,BSSC
2019,QO19,100,5,BSSC
2019,QO19,101,5,BSSC
2019,QO19,102,3,BSSC
2019,QO19,103,7,BSSC
2019,QO19,104,23,BSSC
2019,QO19,105,21,BSSC
2019,QO19,106,18,BSSC
2019,QO19,107,22,BSSC
2019,QO19,108,25,BSSC
2019,QO19,109,30,BSSC
2019,QO19,110,35,BSSC
2019,QO19,111,24,BSSC
2019,QO19,112,51,BSSC
2019,QO19,113,42,BSSC
2019,QO19,114,38,BSSC
2019,QO19,115,35,BSSC
2019,QO19,116,46,BSSC
2019,QO19,117,46,BSSC
2019,QO19,118,46,BSSC
2019,QO19,119,33,BSSC
2019,QO19,120,32,BSSC
2019,QO19,121,36,BSSC
2019,QO19,122,40,BSSC
2019,QO19,123,36,BSSC
2019,QO19,124,19,BSSC
2019,QO19,125,24,BSSC
2019,QO19,126,19,BSSC
2019,QO19,127,17,BSSC
2019,QO19,128,13,BSSC
2019,QO19,129,9,BSSC
2019,QO19,130,8,BSSC
2019,QO19,131,4,BSSC
2019,QO19,132,4,BSSC
2019,QO19,133,5,BSSC
2019,QO19,134,2,BSSC
2019,QO19,135,3,BSSC
2019,QO19,136,3,BSSC
2019,QO19,137,2,BSSC
2019,QO19,139,1,BSSC
2019,QO19,145,1,BSSC
2020,QO20,98,4,BSSC
2020,QO20,99,1,BSSC
2020,QO20,100,1,BSSC
2020,QO20,101,4,BSSC
2020,QO20,102,5,BSSC
2020,QO20,103,4,BSSC
2020,QO20,104,2,BSSC
2020,QO20,105,5,BSSC
2020,QO20,106,2,BSSC
2020,QO20,107,6,BSSC
2020,QO20,108,10,BSSC
2020,QO20,109,8,BSSC
2020,QO20,110,7,BSSC
2020,QO20,111,5,BSSC
2020,QO20,112,9,BSSC
2020,QO20,113,11,BSSC
2020,QO20,114,6,BSSC
2020,QO20,115,7,BSSC
2020,QO20,116,7,BSSC
2020,QO20,117,12,BSSC
2020,QO20,118,10,BSSC
2020,QO20,119,8,BSSC
2020,QO20,120,11,BSSC
2020,QO20,121,4,BSSC
2020,QO20,122,6,BSSC
2020,QO20,123,3,BSSC
2020,QO20,124,3,BSSC
2020,QO20,125,9,BSSC
2020,QO20,126,4,BSSC
2020,QO20,127,9,BSSC
2020,QO20,128,6,BSSC
2020,QO20,129,2,BSSC
2020,QO20,130,2,BSSC
2020,QO20,131,1,BSSC
2020,QO20,132,2,BSSC
2020,QO20,133,1,BSSC
2020,QO20,134,1,BSSC
2020,QT20,118,1,WBT
2020,QT20,120,5,WBT
2020,QT20,121,5,WBT
2020,QT20,122,5,WBT
2020,QT20,123,12,WBT
2020,QT20,124,10,WBT
2020,QT20,125,14,WBT
2020,QT20,126,17,WBT
2020,QT20,127,13,WBT
2020,QT20,128,16,WBT
2020,QT20,129,9,WBT
2020,QT20,130,16,WBT
2020,QT20,131,13,WBT
2020,QT20,132,7,WBT
2020,QT20,133,8,WBT
2020,QT20,134,4,WBT
2020,QT20,135,4,WBT
2020,QT20,136,5,WBT
2020,QT20,137,5,WBT
2020,QT20,138,2,WBT
2020,QT20,139,3,WBT
2020,QT20,140,2,WBT
2020,QT20,141,3,WBT
2020,QT20,142,1,WBT
2020,QT20,143,1,WBT
2020,QT20,145,1,WBT
2020,QT20,146,1,WBT
2020,QT20,152,1,WBT
2021,QO21,104,1,BSSC
2021,QO21,105,1,BSSC
2021,QO21,109,1,BSSC
2021,QO21,110,2,BSSC
